"OTU317","OTU57","OTU30","OTU738","OTU736","OTU128","OTU322","OTU25","OTU861","OTU1243","OTU1026","OTU1111","OTU46","OTU729","OTU384","OTU1028","OTU234","OTU730","OTU85","OTU48","OTU19","OTU1041","OTU525","OTU718","OTU1069","OTU870","OTU288","OTU444","OTU84","OTU714","OTU108","OTU325","OTU51","OTU1105","OTU734","OTU728","OTU731","OTU78","OTU228","OTU401","OTU724","OTU1184","OTU1113","OTU125","OTU1021","OTU274","OTU802","OTU752","OTU862","OTU533","OTU789","OTU743","OTU86","OTU692","OTU885","OTU122","OTU698","OTU34","OTU769","OTU89","OTU889","OTU261","OTU29","OTU82","OTU774","OTU37","OTU999","OTU810","OTU707","OTU1001","OTU795","OTU427","OTU869"
"control5-late pre-onset",0,3.57219404158034e-05,0.00275058941201686,0.271165249696364,3.57219404158034e-05,3.57219404158034e-05,0,0.0831249553475745,0.0114667428734729,0.000678716867900264,7.14438808316068e-05,3.57219404158034e-05,3.57219404158034e-05,0.00010716582124741,0,3.57219404158034e-05,0.000285775523326427,3.57219404158034e-05,7.14438808316068e-05,0,3.57219404158034e-05,7.14438808316068e-05,3.57219404158034e-05,0,0.000392941344573837,0,3.57219404158034e-05,0.00150032149746374,0.00010716582124741,0.00010716582124741,0,0.000857326569979281,0.000178609702079017,7.14438808316068e-05,0,0,0,3.57219404158034e-05,0,3.57219404158034e-05,0,7.14438808316068e-05,7.14438808316068e-05,0.000142887761663214,0,0,0,3.57219404158034e-05,0.0504036579266986,0,0,3.57219404158034e-05,3.57219404158034e-05,0,0.000178609702079017,0.000250053582910624,0,0.00010716582124741,0,0,0.00010716582124741,3.57219404158034e-05,0.541901836107737,3.57219404158034e-05,0,7.14438808316068e-05,0.000357219404158034,7.14438808316068e-05,0,7.14438808316068e-05,0.00010716582124741,7.14438808316068e-05,0.0252911338143888
"control6-early disease",0,0,0.0011073801528899,0.00346502822033293,0,1.78609702079017e-05,0,0.00162534828891905,0,0.0424376652139744,5.35829106237051e-05,0,1.78609702079017e-05,3.57219404158034e-05,0,1.78609702079017e-05,0.00010716582124741,1.78609702079017e-05,1.78609702079017e-05,0.000750160748731871,0.000160748731871115,0,0,0.120829463456455,0.00010716582124741,0,0,0,3.57219404158034e-05,7.14438808316068e-05,0,0.000339358433950132,0.00882331928270344,0,1.78609702079017e-05,1.78609702079017e-05,0,0,0,1.78609702079017e-05,0.0385975566192756,0,1.78609702079017e-05,1.78609702079017e-05,0,0,1.78609702079017e-05,1.78609702079017e-05,0.0485818389654926,5.35829106237051e-05,0.271683217832393,1.78609702079017e-05,7.14438808316068e-05,3.57219404158034e-05,3.57219404158034e-05,1.78609702079017e-05,0,3.57219404158034e-05,0,0,3.57219404158034e-05,0,0.448649710652283,0,0,0,5.35829106237051e-05,1.78609702079017e-05,7.14438808316068e-05,0,3.57219404158034e-05,3.57219404158034e-05,0.00158962634850325
"control6-early post partum",0.00126812888476102,0.00158962634850325,0.326444952489819,7.14438808316068e-05,0.000982353361434593,0.00871615346145603,0.00294706008430378,0.00010716582124741,0.000482246195613346,0,0.019075516182039,0.00225048224619561,0.0136457812388369,0.0122169036222048,0.00153604343787955,0.00521540330070729,0.042151889690648,0.00337572336929342,0.00294706008430378,0.005268986211331,3.57219404158034e-05,0.00582267628777595,0.00182181896120597,0.00141101664642423,0.078123883689362,0.00225048224619561,0.00221476030577981,1.78609702079017e-05,0.00237550903765093,0.00935914838894049,0.000714438808316068,0.0863756519254126,1.78609702079017e-05,0.00151818246767164,0.000875187540187183,0.00121454597413732,1.78609702079017e-05,0.000660855897692363,0.000910909480602986,0.00605486890047867,0.00148246052725584,5.35829106237051e-05,0.00150032149746374,0.00832321211688219,0.00137529470600843,0.00153604343787955,0.00157176537829535,0.00617989569193399,0.00133957276559263,0.00714438808316068,0.000642994927484461,0.00700150032149746,0.0302029006215618,5.35829106237051e-05,0.0143423590769451,0.0150567978852611,7.14438808316068e-05,0.0208258912624134,0.00176823605058227,0.00696577838108166,0.0241837536614989,0.00450096449239123,0.00880545831249554,0.00173251411016646,0.00135743373580053,0.00521540330070729,0.0399192684146603,0.00996642137600915,3.57219404158034e-05,0.0161820390083589,0.0106629992141173,0.0101093091376724,0.000178609702079017
"control6-early pre-onset",0.00146459955704794,0.00180395799099807,0.30490462241909,0.000267914553118525,0.0010359362720583,0.0073587197256555,0.00235764806744302,8.93048510395085e-05,0.049421304565264,1.78609702079017e-05,0.0187004358076731,0.00442952061155962,0.0128241766092734,0.0120918768307494,0.00100021433164249,0.00457240837322283,0.0643530756590698,0.00332214045866971,0.004179467028649,0.00133957276559263,3.57219404158034e-05,0.00485818389654926,0.00150032149746374,0.000482246195613346,0.0664606701436022,0.00257197970993784,0.00200042866328499,0.00094663142101879,0.00266128456097735,0.0100021433164249,0.00126812888476102,0.076123455026077,3.57219404158034e-05,0.00267914553118525,0.0010180753018504,0.00158962634850325,1.78609702079017e-05,0.00133957276559263,0.000910909480602986,0.00616203472172608,0.000696577838108166,0.000250053582910624,0.00176823605058227,0.00730513681503179,0.00121454597413732,0.000875187540187183,0.00151818246767164,0.006358505394013,0.000375080374365936,0.00771593912981353,0.0010537972422662,0.00625133957276559,0.0324712438379653,3.57219404158034e-05,0.0129492034007287,0.0223262127598771,0.000178609702079017,0.0237015074658855,0.000696577838108166,0.00709080517253697,0.023808673287133,0.00394727441594627,0.00446524255197542,0.00171465313995856,0.000142887761663214,0.00609059084089448,0.0368114595984854,0.0108416089161963,0.00010716582124741,0.0169857826677145,0.0101450310780882,0.00973422876330642,1.78609702079017e-05
"control6-late pre-onset",0,0,0.00155390440808745,0,0,5.35829106237051e-05,1.78609702079017e-05,0.0100557262270487,0.24532042580553,0,7.14438808316068e-05,1.78609702079017e-05,3.57219404158034e-05,0.00010716582124741,3.57219404158034e-05,0,0.000321497463742231,0,0,0.0032149746374223,0,0.00010716582124741,0,0.217242980638708,0.000321497463742231,1.78609702079017e-05,0,0.00298278202471958,0,7.14438808316068e-05,0,0.000571551046652854,0,0,0,0,0,1.78609702079017e-05,1.78609702079017e-05,3.57219404158034e-05,0.492641280274345,0,0,1.78609702079017e-05,1.78609702079017e-05,0,5.35829106237051e-05,8.93048510395085e-05,1.78609702079017e-05,0,7.14438808316068e-05,3.57219404158034e-05,0.00021433164249482,0,0.000142887761663214,7.14438808316068e-05,0,8.93048510395085e-05,0,5.35829106237051e-05,0.00010716582124741,1.78609702079017e-05,7.14438808316068e-05,0,0,8.93048510395085e-05,0.000267914553118525,7.14438808316068e-05,0,0.00010716582124741,7.14438808316068e-05,8.93048510395085e-05,0
"control7-early disease",1.78609702079017e-05,0,0.00151818246767164,0.010180753018504,0,1.78609702079017e-05,1.78609702079017e-05,0.00196470672286919,0,0.0176109166249911,3.57219404158034e-05,0,3.57219404158034e-05,8.93048510395085e-05,0,3.57219404158034e-05,0.000142887761663214,0,1.78609702079017e-05,0.000125026791455312,0.000553690076444952,0,0,0,0.000321497463742231,1.78609702079017e-05,0,0,0,3.57219404158034e-05,0,0.000392941344573837,0.00282203329284847,1.78609702079017e-05,0,0,0,0,0,7.14438808316068e-05,0.0161998999785668,0,0,0,0,1.78609702079017e-05,0,1.78609702079017e-05,0.05124312352647,0,0.431699649924984,7.14438808316068e-05,3.57219404158034e-05,0,1.78609702079017e-05,5.35829106237051e-05,0,5.35829106237051e-05,1.78609702079017e-05,3.57219404158034e-05,5.35829106237051e-05,3.57219404158034e-05,0.459794956062013,1.78609702079017e-05,0,0,0.000125026791455312,8.93048510395085e-05,0,1.78609702079017e-05,0,0,0.00250053582910624
"control7-early post partum",0.00158962634850325,0.00151818246767164,0.349789240551547,0.000285775523326427,0.00121454597413732,0.00878759734228763,0.00183967993141387,7.14438808316068e-05,0.00155390440808745,1.78609702079017e-05,0.0235764806744302,0.00223262127598771,0.0133957276559263,0.0128598985496892,0.00116096306351361,0.00560834464528113,0.0414910337929556,0.00334000142887762,0.00269700650139316,0.00100021433164249,1.78609702079017e-05,0.00598342501964707,0.00126812888476102,0.000428663284989641,0.0847503036364935,0.00233978709723512,0.00223262127598771,0.000285775523326427,0.00246481388869043,0.0107701650353647,0.00128598985496892,0.090305065371151,1.78609702079017e-05,0.00141101664642423,0.00100021433164249,0.00146459955704794,1.78609702079017e-05,0.000803743659355576,0.000803743659355576,0.00657283703650782,0.00130385082517682,8.93048510395085e-05,0.00221476030577981,0.00891262413374294,0.00121454597413732,0.00166107022933486,0.00151818246767164,0.0063227834535972,0.000607272987068658,0.00514395941987569,0.00325069657783811,0.0073944416660713,0.0354718868328928,0.000125026791455312,0.0148424662427663,0.0144138029577767,0.000125026791455312,0.0230406515681932,0.000893048510395085,0.00725155390440809,0.028881188826177,0.0052511252411231,0.00471529613488605,0.00160748731871115,0.000196470672286919,0.00616203472172608,0.0440987354433093,0.0106451382439094,0.000232192612702722,0.0178788311781096,0.0113774380224334,0.0110380795884832,0.000125026791455312
"control7-early pre-onset",0.000732299778523969,0.000910909480602986,0.169018361077374,1.78609702079017e-05,0.000482246195613346,0.00409016217760949,0.000964492391226691,0.230638708294635,0.254893905836965,0,0.0108416089161963,0.00173251411016646,0.006358505394013,0.0063049224833893,0.000517968136029149,0.0031435307565907,0.0287383010645138,0.00162534828891905,0.00171465313995856,0.000178609702079017,0.00484032292634136,0.00264342359076945,0.000785882689147674,0.000178609702079017,0.0452061155961992,0.00121454597413732,0.00128598985496892,0.0021433164249482,0.00139315567621633,0.00566192755590484,0.000464385225405444,0.042687718796885,0,0.0011073801528899,0.000589412016860756,0.000696577838108166,0,0.000446524255197542,0.000678716867900264,0.00262556262056155,0.000678716867900264,3.57219404158034e-05,0.00130385082517682,0.00414374508823319,0.00083946559977138,0.000714438808316068,0.000750160748731871,0.00326855754804601,0.000392941344573837,0.00391155247553047,0.0010180753018504,0.00416160605844109,0.016896477816675,3.57219404158034e-05,0.00694791741087376,0.0103415017503751,5.35829106237051e-05,0.0109666357076516,0.000285775523326427,0.00342930627991713,0.0138601128813317,0.00276845038222476,0.00300064299492748,0.000696577838108166,0.000267914553118525,0.00339358433950132,0.0221118811173823,0.00519754233049939,3.57219404158034e-05,0.00876973637207973,0.00544759591341002,0.00566192755590484,1.78609702079017e-05
"control7-late pre-onset",0,1.78609702079017e-05,0.00444738158176752,0.105344002286204,0,7.14438808316068e-05,7.14438808316068e-05,0.0944309494891763,0.329463456454955,0.000160748731871115,0.000142887761663214,7.14438808316068e-05,0.000125026791455312,8.93048510395085e-05,0,3.57219404158034e-05,0.000642994927484461,1.78609702079017e-05,1.78609702079017e-05,0,0.061781095949132,3.57219404158034e-05,3.57219404158034e-05,0,0.0010180753018504,1.78609702079017e-05,3.57219404158034e-05,0.00121454597413732,0,0.000250053582910624,1.78609702079017e-05,0.000893048510395085,0.00010716582124741,0,0,5.35829106237051e-05,0,1.78609702079017e-05,0,0.000125026791455312,0.0021611773951561,5.35829106237051e-05,1.78609702079017e-05,8.93048510395085e-05,1.78609702079017e-05,1.78609702079017e-05,5.35829106237051e-05,0.000125026791455312,0.0379188397513753,0.000142887761663214,1.78609702079017e-05,8.93048510395085e-05,0.000392941344573837,0,0.000125026791455312,0.000250053582910624,0,0.000178609702079017,0,0.00010716582124741,0.000196470672286919,5.35829106237051e-05,0.341341001643209,1.78609702079017e-05,0,3.57219404158034e-05,0.000464385225405444,8.93048510395085e-05,1.78609702079017e-05,0.000303636493534329,0.000196470672286919,8.93048510395085e-05,0.00941273129956419
"control8-early disease",3.57219404158034e-05,0,0.000321497463742231,0,0,0,0,0.000571551046652854,0,0.0493319997142245,3.57219404158034e-05,0,0,3.57219404158034e-05,3.57219404158034e-05,0,0,0,0,0.0160034293062799,0,0,0,0,0,0,0,0,0,0,0,0.000178609702079017,0.0104665285418304,0,0,0,0,0,0,0,7.14438808316068e-05,0,0,0,0,7.14438808316068e-05,0,0,0.0466171322426234,0,0.225476887904551,0,7.14438808316068e-05,0,3.57219404158034e-05,0,0,0,0,0,3.57219404158034e-05,0,0.649246267057227,0,0,0,0,0,0.000464385225405444,3.57219404158034e-05,0,0.00010716582124741,3.57219404158034e-05
"control8-early post partum",0.00350075016074873,0.00335786239908552,0.313960134314496,7.14438808316068e-05,0,0.00925198256769308,0.00250053582910624,7.14438808316068e-05,0.00021433164249482,0,0.0384725298278202,0,0.0235407587340144,0.0095377580910195,0.00503679359862828,0.00900192898478245,0.00257197970993784,0,0.0021433164249482,0.000678716867900264,0,0.00778738301064514,0.00592984210902336,0.000142887761663214,0.0599414160177181,0.00450096449239123,0.00310780881617489,3.57219404158034e-05,0.00657283703650782,0.00260770165035365,7.14438808316068e-05,0.0457955276130599,0.000142887761663214,0.00328641851825391,0.000321497463742231,0,0,0.00385796956490677,0.00339358433950132,0.000321497463742231,0.000678716867900264,0.000285775523326427,0.00253625776952204,0.0114310209330571,0.00657283703650782,0.0052511252411231,0.00496534971779667,0.000357219404158034,0.000571551046652854,0.0116453525755519,0.00192898478245338,0.000142887761663214,0.0736586411373866,0,0.0116810745159677,0.00171465313995856,0.000142887761663214,0.0585125384010859,0,0,0.0269700650139316,0.00875187540187183,0.0100378652568408,0.00267914553118525,0,0.0206830035007502,0.021433164249482,0.00575123240694435,0.000607272987068658,0.0339001214545974,0.0286847181538901,0.0238622561977567,3.57219404158034e-05
"control8-early pre-onset",0.006358505394013,0.00289347717368007,0.327320140030006,3.57219404158034e-05,0,0.00782310495106094,0.00235764806744302,0,0.00010716582124741,3.57219404158034e-05,0.0351861113095663,0,0.02579124098021,0.0112881331713939,0.0053225691219547,0.00818032435521897,0.00221476030577981,0,0.00178609702079017,0.000285775523326427,0,0.00585839822819176,0.00746588554690291,0,0.0325784096592127,0.00328641851825391,0.00617989569193399,0,0.00821604629563478,0.00185754090162178,3.57219404158034e-05,0.0494034435950561,0.000250053582910624,0.00403657926698578,0,0,0,0.00439379867114382,0.00307208687575909,0.000285775523326427,0.000428663284989641,3.57219404158034e-05,0.00339358433950132,0.0103950846609988,0.00960920197185111,0.00478674001571765,0.00546545688361792,0.000428663284989641,0.000500107165821247,0.00903765092519826,0.0021433164249482,0.000178609702079017,0.0819818532542688,3.57219404158034e-05,0.00903765092519826,0.00142887761663214,0.00010716582124741,0.0730870900907337,0,3.57219404158034e-05,0.0260412945631207,0.00507251553904408,0.00746588554690291,0.00250053582910624,0,0.0213259984282346,0.0186111309566336,0.00732299778523969,0.000392941344573837,0.0295063227834536,0.0327570193612917,0.0217189397728085,0
"control8-late pre-onset",0,0,0.000428663284989641,0,0,0,0,0.00135743373580053,0,0.0234693148531828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14438808316068e-05,0.00596556404943917,0,0,0,0,0,0,0,3.57219404158034e-05,0,0,7.14438808316068e-05,0,0,0,0,0.054690290776595,3.57219404158034e-05,0.120525826962921,0,0,0,0,0,0,0,0,0,3.57219404158034e-05,0,0.792419804243767,0,0,7.14438808316068e-05,0,0,0.000142887761663214,3.57219404158034e-05,0,0,0
"control9-early disease",0,0,0.000285775523326427,0,0,0,0,0.00150032149746374,7.14438808316068e-05,7.14438808316068e-05,0,0,0,0,0,0,0,0,0,0.000928770450810888,0.00010716582124741,3.57219404158034e-05,0,3.57219404158034e-05,3.57219404158034e-05,0,0,0,0,0.000464385225405444,0,7.14438808316068e-05,0.0327212974208759,0.000678716867900264,0,0,0,0,0,0,0.0528327498749732,3.57219404158034e-05,0,0,3.57219404158034e-05,0,0,0,0.000678716867900264,0,0.000250053582910624,0,0.000142887761663214,0.000428663284989641,0,0,0,0,0,0,3.57219404158034e-05,3.57219404158034e-05,0.89615631921126,0,0,0,0,0,0.0114310209330571,3.57219404158034e-05,3.57219404158034e-05,0,0
"control9-early post partum",0.000714438808316068,0.000285775523326427,0.0375437593770094,0,0,0.000607272987068658,0.000392941344573837,0.000142887761663214,0.000178609702079017,0,0.0084660998785454,0,0.00407230120740159,0.000893048510395085,0.000571551046652854,0.000142887761663214,0.000428663284989641,0,7.14438808316068e-05,0.865685504036579,0,0.000785882689147674,0.000714438808316068,7.14438808316068e-05,0.0032149746374223,0.000678716867900264,0.000142887761663214,0,0.00125026791455312,0.000142887761663214,0,0.00535829106237051,0.00010716582124741,0.000357219404158034,3.57219404158034e-05,0,0,0.00114310209330571,0.000392941344573837,3.57219404158034e-05,0.00117882403372151,0,0.000535829106237051,0.000785882689147674,0.000964492391226691,7.14438808316068e-05,0.000285775523326427,0,3.57219404158034e-05,0.00150032149746374,7.14438808316068e-05,0,0.0130027863113524,3.57219404158034e-05,0.00150032149746374,0.000250053582910624,0,0.00985925555476173,0,0,0.00507251553904408,0.00125026791455312,0.00021433164249482,0.000500107165821247,0,0.0032149746374223,0.0032149746374223,0.000714438808316068,7.14438808316068e-05,0.00664428091733943,0.00442952061155962,0.00253625776952204,0
"control9-early pre-onset",0.00010716582124741,3.57219404158034e-05,0.00989497749517754,0,0,0.000321497463742231,0,0.000142887761663214,0.0768736157748089,0,0.00142887761663214,0,0.00100021433164249,0.000142887761663214,0.00010716582124741,7.14438808316068e-05,0.00010716582124741,0,3.57219404158034e-05,0.867757376580696,0,0.00010716582124741,0.000250053582910624,3.57219404158034e-05,0.000857326569979281,0.000178609702079017,7.14438808316068e-05,0.0227905979852826,0.000321497463742231,0.00010716582124741,0,0.0010716582124741,0,0.000142887761663214,0,0,0,0.000178609702079017,7.14438808316068e-05,0,0.00139315567621633,0.000285775523326427,3.57219404158034e-05,0.000178609702079017,0.000178609702079017,3.57219404158034e-05,0.000178609702079017,0,3.57219404158034e-05,0.000464385225405444,3.57219404158034e-05,0,0.0021075944845324,3.57219404158034e-05,0.000428663284989641,7.14438808316068e-05,0,0.0021075944845324,0,0,0.000750160748731871,0.00021433164249482,0.00010716582124741,7.14438808316068e-05,0,0.000500107165821247,0.000821604629563478,3.57219404158034e-05,0,0.000607272987068658,0.000750160748731871,0.000500107165821247,0
"control9-late pre-onset",0.00278631135243266,0.0021433164249482,0.225691219547046,3.57219404158034e-05,0,0.00353647210116454,0.00167893119954276,0.272665571193827,0.000893048510395085,0.000357219404158034,0.0305779809959277,0.00010716582124741,0.0167535900550118,0.00503679359862828,0.00285775523326427,0.00160748731871115,0.00153604343787955,0,0.00132171179538473,0.000464385225405444,0.000285775523326427,0.00428663284989641,0.00407230120740159,0.00392941344573837,0.0288990497963849,0.00239337000785883,0.00164320925912696,0.000357219404158034,0.0052868471815389,0.00367935986282775,0.000178609702079017,0.033614345931271,0.000142887761663214,0.00164320925912696,7.14438808316068e-05,3.57219404158034e-05,0,0.00496534971779667,0.00217903836536401,0.000285775523326427,0.00132171179538473,0.00242909194827463,0.00232192612702722,0.00671572479817104,0.00360791598199614,0.000821604629563478,0.00289347717368007,0,0.000964492391226691,0.00614417375151818,0.0258984068014575,0.00010716582124741,0.0489390583696506,0.000142887761663214,0.0062870615131814,0.00114310209330571,0.00010716582124741,0.0408301778952633,0,0,0.0181110237908123,0.00460813031363864,0.0311138101021648,0.00150032149746374,0,0.0136457812388369,0.0157533757233693,0.00303636493534329,0.000678716867900264,0.0208258912624134,0.0188611845395442,0.0112881331713939,7.14438808316068e-05
"LOS1-early disease",1.19073134600271e-05,0,0.000642994927484461,0,4.76292538758305e-05,0,0,0.331225738836894,0.0111214307815961,1.19073134600271e-05,2.38146269557762e-05,0,1.19073134600271e-05,2.38146269557762e-05,1.19073134600271e-05,0,0.00010716582124741,4.76292538758305e-05,1.19073134600271e-05,0,0,0,0,0,0.00016670238861899,0,0,0.000321497463742231,0,2.38146269557762e-05,1.19073134600271e-05,0.000142887761663214,0.000226238955954847,0,0,9.5258507787383e-05,2.38146269557762e-05,0,0,0.000381034031220976,0,5.95365673715796e-05,0,0,0,0,0,0.000142887761663214,0.0623586006644281,0,2.38146269557762e-05,9.5258507787383e-05,2.38146269557762e-05,2.38146269557762e-05,0,5.95365673715796e-05,0,3.57219404158034e-05,0,0.000321497463742231,2.38146269557762e-05,2.38146269557762e-05,0.588149841751804,2.38146269557762e-05,2.38146269557762e-05,0,5.95365673715796e-05,3.57219404158034e-05,5.95365673715796e-05,1.19073134600271e-05,0,1.19073134600271e-05,0
"LOS1-early post partum",0.000571551046652854,0.000857326569979281,0.179020504393799,0.00135743373580053,0.00998428234621705,0.00464385225405444,0.0010180753018504,0.0113059941416018,0.00278631135243266,3.57219404158034e-05,0.010359362720583,0,0.00798385368293206,0.00862684861041652,0.000267914553118525,0.00133957276559263,0.0312031149532043,0.0127348717582339,0.00258984068014575,0.000982353361434593,0.00130385082517682,0.00162534828891905,0.000571551046652854,3.57219404158034e-05,0.0494034435950561,0.00150032149746374,0.000964492391226691,0.000285775523326427,0.000857326569979281,0.00682289061941845,0.00246481388869043,0.0549224833892977,0.000142887761663214,0.000875187540187183,0.00755519039794242,0.0132528398942631,0.0105201114524541,0.000232192612702722,0.000178609702079017,0.117167964563835,0.0199149817818104,0.000464385225405444,0.00137529470600843,0.00273272844180896,0.000339358433950132,0.000714438808316068,0.000553690076444952,0.0234514538829749,0.0144138029577767,0.0020897335143245,0.0084303779381296,0.0319354147317282,0.0130027863113524,0.00135743373580053,0.00778738301064514,0.0129849253411445,0.00010716582124741,0.00716224905336858,0.000142887761663214,0.119186254197328,0.012181181681789,0.00180395799099807,0.0757305136815032,0.0011073801528899,0.00916267771665357,0.00244695291848253,0.0226655711938272,0.00567978852611274,0.000125026791455312,0.00907337286561406,0.00459026934343074,0.00601914696006287,3.57219404158034e-05
"LOS1-early pre-onset",0.000785882689147674,0.000857326569979281,0.195220404372366,0,0.0119668500392941,0.00514395941987569,0.00153604343787955,0.000178609702079017,0.0052511252411231,0,0.0123955133242838,3.57219404158034e-05,0.0109309137672358,0.00700150032149746,0.000357219404158034,0.00132171179538473,0.0387940272915625,0.0142887761663214,0.00296492105451168,0.000785882689147674,0,0.00192898478245338,0.00100021433164249,0,0.0489390583696506,0.00160748731871115,0.00121454597413732,0.000142887761663214,0.00114310209330571,0.0062870615131814,0.00189326284203758,0.0602986354218761,0.000142887761663214,0.00114310209330571,0.00907337286561406,0.0156104879617061,0.0120740158605415,0.000357219404158034,0.000250053582910624,0.148996213474316,0.000750160748731871,0.000392941344573837,0.00146459955704794,0.00382224762449096,0.000428663284989641,0.000428663284989641,0.0011073801528899,0.0293277130813746,0.000785882689147674,0.00278631135243266,0.00117882403372151,0.0315781953275702,0.016896477816675,0.00010716582124741,0.00914481674644567,0.0175037508037437,0,0.00975208973351432,0,0.138458241051654,0.0146102736300636,0.0020718725441166,0.0052868471815389,0.000857326569979281,0.0108237479459884,0.00221476030577981,0.0242551975423305,0.00653711509609202,0.00010716582124741,0.0095020361506037,0.00596556404943917,0.00660855897692363,0.000142887761663214
"LOS1-late pre-onset",5.35829106237051e-05,5.35829106237051e-05,0.0130206472815603,3.57219404158034e-05,5.35829106237051e-05,0.000125026791455312,0.00010716582124741,0.0572086875759091,0.340983782239051,0,0.000625133957276559,0.000232192612702722,0.000339358433950132,0.000357219404158034,7.14438808316068e-05,0.000392941344573837,0.00142887761663214,7.14438808316068e-05,7.14438808316068e-05,0,0,0.000125026791455312,1.78609702079017e-05,0,0.00276845038222476,1.78609702079017e-05,5.35829106237051e-05,0.0605308280345788,0.00010716582124741,0.000303636493534329,3.57219404158034e-05,0.00266128456097735,0.00010716582124741,0.000428663284989641,1.78609702079017e-05,7.14438808316068e-05,0,5.35829106237051e-05,7.14438808316068e-05,0.000196470672286919,3.57219404158034e-05,0,7.14438808316068e-05,0.000375080374365936,8.93048510395085e-05,3.57219404158034e-05,3.57219404158034e-05,0.000178609702079017,0.0475280417232264,0.000250053582910624,3.57219404158034e-05,0.000142887761663214,0.000768021718939773,3.57219404158034e-05,0.000410802314781739,0.000517968136029149,0,0.000696577838108166,1.78609702079017e-05,0.000125026791455312,0.000464385225405444,0.00010716582124741,0.448435379009788,1.78609702079017e-05,0.000464385225405444,0.000178609702079017,0.00139315567621633,0.000339358433950132,1.78609702079017e-05,0.000321497463742231,0.000339358433950132,0.000428663284989641,1.78609702079017e-05
"LOS2-early disease",1.19073134600271e-05,2.38146269557762e-05,0.00396513538615418,0.000607272987068658,0.000250053582910624,7.14438808316068e-05,1.19073134600271e-05,0.00285775523326427,0,0.000202424329034793,0.000178609702079017,8.33511942916339e-05,0.000130980448203186,0.000250053582910624,0,4.76292538758305e-05,0.000809697316210617,0.000261960896370651,3.57219404158034e-05,0.00133361910873759,1.19073134600271e-05,2.38146269557762e-05,0,0.00136934104915339,0.00127408254161606,2.38146269557762e-05,3.57219404158034e-05,0,9.5258507787383e-05,0.000250053582910624,2.38146269557762e-05,0.00125026791455312,0.000309590150282203,7.14438808316068e-05,0.000250053582910624,0.000321497463742231,0.000285775523326427,0,0,0.00294110642744874,0.000702531494963206,4.76292538758305e-05,3.57219404158034e-05,0.00016670238861899,0,0,1.19073134600271e-05,0.000559643733299993,0.0957943368936201,5.95365673715796e-05,0.00322688195077517,0.000642994927484461,0.000321497463742231,2.38146269557762e-05,0.000178609702079017,0.000381034031220976,0,0.00016670238861899,0.000345312090698007,0.00298873568157462,0.000238146269450597,3.57219404158034e-05,0.871424829249125,0,4.76292538758305e-05,2.38146269557762e-05,0.000595365673715796,7.14438808316068e-05,0.000130980448203186,0.00021433164249482,4.76292538758305e-05,0.000142887761663214,7.14438808316068e-05
"LOS2-early post partum",0.00260770165035365,0.00121454597413732,0.164856755018933,0,0.0132528398942631,0.00489390583696506,0.000535829106237051,0.000571551046652854,0.00257197970993784,0,0.0112881331713939,0.00132171179538473,0.0113238551118097,0.00793027077230835,7.14438808316068e-05,0.00100021433164249,0.033435736229192,0.0108594698864042,0.00264342359076945,3.57219404158034e-05,3.57219404158034e-05,0.00146459955704794,0.000500107165821247,0.000142887761663214,0.0344716725012503,0.00164320925912696,0.00121454597413732,0.000250053582910624,0.000893048510395085,0.0980567264413803,7.14438808316068e-05,0.0490105022504822,0.000285775523326427,0.00117882403372151,0.00682289061941845,0.014538829749232,0.0132528398942631,0.000535829106237051,0.000535829106237051,0.130170750875188,0.000464385225405444,0.00010716582124741,0.00142887761663214,0.00278631135243266,0.000857326569979281,0.0010359362720583,0.00153604343787955,0.0252196899335572,0.00260770165035365,0.00114310209330571,0.0083946559977138,0.025434021576052,0.0161820390083589,0.0238622561977567,0.00928770450810888,0.0127884546688576,7.14438808316068e-05,0.0115381867543045,0.00157176537829535,0.121954704579553,0.0152889904979638,0.00153604343787955,0.0164678145316854,0.000678716867900264,0.00100021433164249,0.00153604343787955,0.0203257840965921,0.00639422733442881,7.14438808316068e-05,0.0084303779381296,0.00467957419447024,0.00585839822819176,0
